,energy_system_scenario,oil_prices,renewables_prices,hydrogen_subsidies,region,year,energy_price,technology,energy_price_unit,upstream_CO2_emission_factor,CO2_emission_factor_unit
9767,Reference/business as usual,Low,Moderate,Yes,north_east,2025,0.150117489,Battery,$/kWh,0.1034,kg of CO2/kWh of electricity
9768,50% CO2 reduction by 2050,Mid,Moderate,No,north_east,2025,0.148645145,Battery,$/kWh,0.0992,kg of CO2/kWh of electricity
9769,100% CO2 reduction by 2050,Mid,Moderate,No,north_east,2025,0.148634979,Battery,$/kWh,0.0999,kg of CO2/kWh of electricity
9770,Reference/business as usual,Mid,Moderate,No,north_east,2025,0.150437617,Battery,$/kWh,0.0994,kg of CO2/kWh of electricity
9771,50% CO2 reduction by 2050,Mid,Moderate,Yes,north_east,2025,0.148645791,Battery,$/kWh,0.1019,kg of CO2/kWh of electricity
9772,100% CO2 reduction by 2050,Mid,Moderate,Yes,north_east,2025,0.156957209,Battery,$/kWh,0.1033,kg of CO2/kWh of electricity
9773,Reference/business as usual,Mid,Moderate,Yes,north_east,2025,0.193702286,Battery,$/kWh,0.1036,kg of CO2/kWh of electricity
9774,50% CO2 reduction by 2050,High,Advanced,No,north_east,2030,0.155736557,Battery,$/kWh,0.0594,kg of CO2/kWh of electricity
9775,100% CO2 reduction by 2050,High,Advanced,No,north_east,2030,0.205409468,Battery,$/kWh,0.0596,kg of CO2/kWh of electricity
9776,Reference/business as usual,High,Advanced,No,north_east,2030,0.207648759,Battery,$/kWh,0.0592,kg of CO2/kWh of electricity
9777,50% CO2 reduction by 2050,High,Advanced,Yes,north_east,2030,0.168243913,Battery,$/kWh,0.0777,kg of CO2/kWh of electricity
9778,100% CO2 reduction by 2050,High,Advanced,Yes,north_east,2030,0.168527685,Battery,$/kWh,0.0804,kg of CO2/kWh of electricity
9779,Reference/business as usual,High,Advanced,Yes,north_east,2030,0.16878183,Battery,$/kWh,0.079,kg of CO2/kWh of electricity
9780,50% CO2 reduction by 2050,Low,Advanced,No,north_east,2030,0.204835549,Battery,$/kWh,0.0485,kg of CO2/kWh of electricity
9781,100% CO2 reduction by 2050,Low,Advanced,No,north_east,2030,0.160999499,Battery,$/kWh,0.0495,kg of CO2/kWh of electricity
9782,Reference/business as usual,Low,Advanced,No,north_east,2030,0.1549,Battery,$/kWh,0.0486,kg of CO2/kWh of electricity
9783,50% CO2 reduction by 2050,Low,Advanced,Yes,north_east,2030,0.157294467,Battery,$/kWh,0.072,kg of CO2/kWh of electricity
9784,100% CO2 reduction by 2050,Low,Advanced,Yes,north_east,2030,0.167211719,Battery,$/kWh,0.0738,kg of CO2/kWh of electricity
9785,Reference/business as usual,Low,Advanced,Yes,north_east,2030,0.161786026,Battery,$/kWh,0.0715,kg of CO2/kWh of electricity
9786,50% CO2 reduction by 2050,Mid,Advanced,No,north_east,2030,0.155542605,Battery,$/kWh,0.0489,kg of CO2/kWh of electricity
9787,100% CO2 reduction by 2050,Mid,Advanced,No,north_east,2030,0.157637714,Battery,$/kWh,0.0505,kg of CO2/kWh of electricity
9788,Reference/business as usual,Mid,Advanced,No,north_east,2030,0.15554205,Battery,$/kWh,0.049,kg of CO2/kWh of electricity
9789,50% CO2 reduction by 2050,Mid,Advanced,Yes,north_east,2030,0.157995004,Battery,$/kWh,0.0756,kg of CO2/kWh of electricity
9790,100% CO2 reduction by 2050,Mid,Advanced,Yes,north_east,2030,0.166028569,Battery,$/kWh,0.0765,kg of CO2/kWh of electricity
9791,Reference/business as usual,Mid,Advanced,Yes,north_east,2030,0.163837995,Battery,$/kWh,0.0754,kg of CO2/kWh of electricity
9792,50% CO2 reduction by 2050,High,Conservative,No,north_east,2030,0.207648759,Battery,$/kWh,0.0508,kg of CO2/kWh of electricity
9793,100% CO2 reduction by 2050,High,Conservative,No,north_east,2030,0.156177814,Battery,$/kWh,0.0537,kg of CO2/kWh of electricity
9794,Reference/business as usual,High,Conservative,No,north_east,2030,0.155592085,Battery,$/kWh,0.0508,kg of CO2/kWh of electricity
9795,50% CO2 reduction by 2050,High,Conservative,Yes,north_east,2030,0.207648759,Battery,$/kWh,0.0669,kg of CO2/kWh of electricity
9796,100% CO2 reduction by 2050,High,Conservative,Yes,north_east,2030,0.163560176,Battery,$/kWh,0.0748,kg of CO2/kWh of electricity
9797,Reference/business as usual,High,Conservative,Yes,north_east,2030,0.166003136,Battery,$/kWh,0.068,kg of CO2/kWh of electricity
9798,50% CO2 reduction by 2050,Low,Conservative,No,north_east,2030,0.155360221,Battery,$/kWh,0.0455,kg of CO2/kWh of electricity
9799,100% CO2 reduction by 2050,Low,Conservative,No,north_east,2030,0.169804127,Battery,$/kWh,0.0477,kg of CO2/kWh of electricity
9800,Reference/business as usual,Low,Conservative,No,north_east,2030,0.153675425,Battery,$/kWh,0.0453,kg of CO2/kWh of electricity
9801,50% CO2 reduction by 2050,Low,Conservative,Yes,north_east,2030,0.204835549,Battery,$/kWh,0.057,kg of CO2/kWh of electricity
9802,100% CO2 reduction by 2050,Low,Conservative,Yes,north_east,2030,0.204835549,Battery,$/kWh,0.0553,kg of CO2/kWh of electricity
9803,Reference/business as usual,Low,Conservative,Yes,north_east,2030,0.156187941,Battery,$/kWh,0.0572,kg of CO2/kWh of electricity
9804,50% CO2 reduction by 2050,Mid,Conservative,No,north_east,2030,0.15434807,Battery,$/kWh,0.0459,kg of CO2/kWh of electricity
9805,100% CO2 reduction by 2050,Mid,Conservative,No,north_east,2030,0.156333565,Battery,$/kWh,0.0479,kg of CO2/kWh of electricity
9806,Reference/business as usual,Mid,Conservative,No,north_east,2030,0.15434995,Battery,$/kWh,0.046,kg of CO2/kWh of electricity
9807,50% CO2 reduction by 2050,Mid,Conservative,Yes,north_east,2030,0.157502571,Battery,$/kWh,0.0678,kg of CO2/kWh of electricity
9808,100% CO2 reduction by 2050,Mid,Conservative,Yes,north_east,2030,0.166753128,Battery,$/kWh,0.0674,kg of CO2/kWh of electricity
9809,Reference/business as usual,Mid,Conservative,Yes,north_east,2030,0.157906575,Battery,$/kWh,0.0677,kg of CO2/kWh of electricity
9810,50% CO2 reduction by 2050,High,Moderate,No,north_east,2030,0.155727999,Battery,$/kWh,0.0561,kg of CO2/kWh of electricity
9811,100% CO2 reduction by 2050,High,Moderate,No,north_east,2030,0.166547908,Battery,$/kWh,0.059,kg of CO2/kWh of electricity
9812,Reference/business as usual,High,Moderate,No,north_east,2030,0.156798858,Battery,$/kWh,0.0581,kg of CO2/kWh of electricity
9813,50% CO2 reduction by 2050,High,Moderate,Yes,north_east,2030,0.158894614,Battery,$/kWh,0.0767,kg of CO2/kWh of electricity
9814,100% CO2 reduction by 2050,High,Moderate,Yes,north_east,2030,0.168853434,Battery,$/kWh,0.0793,kg of CO2/kWh of electricity
9815,Reference/business as usual,High,Moderate,Yes,north_east,2030,0.177202092,Battery,$/kWh,0.0767,kg of CO2/kWh of electricity
9816,50% CO2 reduction by 2050,Low,Moderate,No,north_east,2030,0.155268265,Battery,$/kWh,0.0477,kg of CO2/kWh of electricity
9817,100% CO2 reduction by 2050,Low,Moderate,No,north_east,2030,0.163336927,Battery,$/kWh,0.0509,kg of CO2/kWh of electricity
9818,Reference/business as usual,Low,Moderate,No,north_east,2030,0.154623698,Battery,$/kWh,0.0475,kg of CO2/kWh of electricity
9819,50% CO2 reduction by 2050,Low,Moderate,Yes,north_east,2030,0.204835549,Battery,$/kWh,0.0697,kg of CO2/kWh of electricity
9820,100% CO2 reduction by 2050,Low,Moderate,Yes,north_east,2030,0.159437028,Battery,$/kWh,0.0727,kg of CO2/kWh of electricity
9821,Reference/business as usual,Low,Moderate,Yes,north_east,2030,0.156691889,Battery,$/kWh,0.068,kg of CO2/kWh of electricity
9822,50% CO2 reduction by 2050,Mid,Moderate,No,north_east,2030,0.15778765,Battery,$/kWh,0.048,kg of CO2/kWh of electricity
9823,100% CO2 reduction by 2050,Mid,Moderate,No,north_east,2030,0.155000861,Battery,$/kWh,0.0517,kg of CO2/kWh of electricity
9824,Reference/business as usual,Mid,Moderate,No,north_east,2030,0.155286875,Battery,$/kWh,0.048,kg of CO2/kWh of electricity
9825,50% CO2 reduction by 2050,Mid,Moderate,Yes,north_east,2030,0.157993664,Battery,$/kWh,0.0731,kg of CO2/kWh of electricity
9826,100% CO2 reduction by 2050,Mid,Moderate,Yes,north_east,2030,0.167713748,Battery,$/kWh,0.0724,kg of CO2/kWh of electricity
9827,Reference/business as usual,Mid,Moderate,Yes,north_east,2030,0.202331339,Battery,$/kWh,0.0731,kg of CO2/kWh of electricity
9828,50% CO2 reduction by 2050,High,Advanced,No,north_east,2035,0.163614321,Battery,$/kWh,0.0649,kg of CO2/kWh of electricity
9829,100% CO2 reduction by 2050,High,Advanced,No,north_east,2035,0.212386759,Battery,$/kWh,0.0677,kg of CO2/kWh of electricity
9830,Reference/business as usual,High,Advanced,No,north_east,2035,0.215465546,Battery,$/kWh,0.0648,kg of CO2/kWh of electricity
9831,50% CO2 reduction by 2050,High,Advanced,Yes,north_east,2035,0.175450065,Battery,$/kWh,0.0777,kg of CO2/kWh of electricity
9832,100% CO2 reduction by 2050,High,Advanced,Yes,north_east,2035,0.175163241,Battery,$/kWh,0.0784,kg of CO2/kWh of electricity
9833,Reference/business as usual,High,Advanced,Yes,north_east,2035,0.174789725,Battery,$/kWh,0.0789,kg of CO2/kWh of electricity
9834,50% CO2 reduction by 2050,Low,Advanced,No,north_east,2035,0.212707415,Battery,$/kWh,0.0487,kg of CO2/kWh of electricity
9835,100% CO2 reduction by 2050,Low,Advanced,No,north_east,2035,0.161473707,Battery,$/kWh,0.0328,kg of CO2/kWh of electricity
9836,Reference/business as usual,Low,Advanced,No,north_east,2035,0.16081634,Battery,$/kWh,0.0488,kg of CO2/kWh of electricity
9837,50% CO2 reduction by 2050,Low,Advanced,Yes,north_east,2035,0.164045931,Battery,$/kWh,0.0701,kg of CO2/kWh of electricity
9838,100% CO2 reduction by 2050,Low,Advanced,Yes,north_east,2035,0.166028548,Battery,$/kWh,0.0707,kg of CO2/kWh of electricity
9839,Reference/business as usual,Low,Advanced,Yes,north_east,2035,0.169356994,Battery,$/kWh,0.0696,kg of CO2/kWh of electricity
9840,50% CO2 reduction by 2050,Mid,Advanced,No,north_east,2035,0.161337239,Battery,$/kWh,0.0495,kg of CO2/kWh of electricity
9841,100% CO2 reduction by 2050,Mid,Advanced,No,north_east,2035,0.160490162,Battery,$/kWh,0.041,kg of CO2/kWh of electricity
9842,Reference/business as usual,Mid,Advanced,No,north_east,2035,0.161336711,Battery,$/kWh,0.0492,kg of CO2/kWh of electricity
9843,50% CO2 reduction by 2050,Mid,Advanced,Yes,north_east,2035,0.16492577,Battery,$/kWh,0.0728,kg of CO2/kWh of electricity
9844,100% CO2 reduction by 2050,Mid,Advanced,Yes,north_east,2035,0.169368788,Battery,$/kWh,0.0673,kg of CO2/kWh of electricity
9845,Reference/business as usual,Mid,Advanced,Yes,north_east,2035,0.169511301,Battery,$/kWh,0.0725,kg of CO2/kWh of electricity
9846,50% CO2 reduction by 2050,High,Conservative,No,north_east,2035,0.215465546,Battery,$/kWh,0.0599,kg of CO2/kWh of electricity
9847,100% CO2 reduction by 2050,High,Conservative,No,north_east,2035,0.163920034,Battery,$/kWh,0.0659,kg of CO2/kWh of electricity
9848,Reference/business as usual,High,Conservative,No,north_east,2035,0.16461065,Battery,$/kWh,0.0599,kg of CO2/kWh of electricity
9849,50% CO2 reduction by 2050,High,Conservative,Yes,north_east,2035,0.215465546,Battery,$/kWh,0.0721,kg of CO2/kWh of electricity
9850,100% CO2 reduction by 2050,High,Conservative,Yes,north_east,2035,0.169999803,Battery,$/kWh,0.0761,kg of CO2/kWh of electricity
9851,Reference/business as usual,High,Conservative,Yes,north_east,2035,0.172524427,Battery,$/kWh,0.0729,kg of CO2/kWh of electricity
9852,50% CO2 reduction by 2050,Low,Conservative,No,north_east,2035,0.163927008,Battery,$/kWh,0.0489,kg of CO2/kWh of electricity
9853,100% CO2 reduction by 2050,Low,Conservative,No,north_east,2035,0.170340559,Battery,$/kWh,0.0423,kg of CO2/kWh of electricity
9854,Reference/business as usual,Low,Conservative,No,north_east,2035,0.163703304,Battery,$/kWh,0.0488,kg of CO2/kWh of electricity
9855,50% CO2 reduction by 2050,Low,Conservative,Yes,north_east,2035,0.212707415,Battery,$/kWh,0.0593,kg of CO2/kWh of electricity
9856,100% CO2 reduction by 2050,Low,Conservative,Yes,north_east,2035,0.212707415,Battery,$/kWh,0.0599,kg of CO2/kWh of electricity
9857,Reference/business as usual,Low,Conservative,Yes,north_east,2035,0.163386007,Battery,$/kWh,0.0599,kg of CO2/kWh of electricity
9858,50% CO2 reduction by 2050,Mid,Conservative,No,north_east,2035,0.164505828,Battery,$/kWh,0.0497,kg of CO2/kWh of electricity
9859,100% CO2 reduction by 2050,Mid,Conservative,No,north_east,2035,0.162713051,Battery,$/kWh,0.0544,kg of CO2/kWh of electricity
9860,Reference/business as usual,Mid,Conservative,No,north_east,2035,0.16424529,Battery,$/kWh,0.0491,kg of CO2/kWh of electricity
9861,50% CO2 reduction by 2050,Mid,Conservative,Yes,north_east,2035,0.164344411,Battery,$/kWh,0.0694,kg of CO2/kWh of electricity
9862,100% CO2 reduction by 2050,Mid,Conservative,Yes,north_east,2035,0.169680729,Battery,$/kWh,0.0717,kg of CO2/kWh of electricity
9863,Reference/business as usual,Mid,Conservative,Yes,north_east,2035,0.164337595,Battery,$/kWh,0.0686,kg of CO2/kWh of electricity
9864,50% CO2 reduction by 2050,High,Moderate,No,north_east,2035,0.163647123,Battery,$/kWh,0.0624,kg of CO2/kWh of electricity
9865,100% CO2 reduction by 2050,High,Moderate,No,north_east,2035,0.170995463,Battery,$/kWh,0.0675,kg of CO2/kWh of electricity
9866,Reference/business as usual,High,Moderate,No,north_east,2035,0.167906015,Battery,$/kWh,0.0639,kg of CO2/kWh of electricity
9867,50% CO2 reduction by 2050,High,Moderate,Yes,north_east,2035,0.164422796,Battery,$/kWh,0.077,kg of CO2/kWh of electricity
9868,100% CO2 reduction by 2050,High,Moderate,Yes,north_east,2035,0.175042955,Battery,$/kWh,0.08,kg of CO2/kWh of electricity
9869,Reference/business as usual,High,Moderate,Yes,north_east,2035,0.186074443,Battery,$/kWh,0.0772,kg of CO2/kWh of electricity
9870,50% CO2 reduction by 2050,Low,Moderate,No,north_east,2035,0.162454784,Battery,$/kWh,0.0491,kg of CO2/kWh of electricity
9871,100% CO2 reduction by 2050,Low,Moderate,No,north_east,2035,0.162433416,Battery,$/kWh,0.0314,kg of CO2/kWh of electricity
9872,Reference/business as usual,Low,Moderate,No,north_east,2035,0.161870624,Battery,$/kWh,0.0493,kg of CO2/kWh of electricity
9873,50% CO2 reduction by 2050,Low,Moderate,Yes,north_east,2035,0.212707415,Battery,$/kWh,0.0682,kg of CO2/kWh of electricity
9874,100% CO2 reduction by 2050,Low,Moderate,Yes,north_east,2035,0.163297554,Battery,$/kWh,0.0734,kg of CO2/kWh of electricity
9875,Reference/business as usual,Low,Moderate,Yes,north_east,2035,0.163770596,Battery,$/kWh,0.0671,kg of CO2/kWh of electricity
9876,50% CO2 reduction by 2050,Mid,Moderate,No,north_east,2035,0.164812669,Battery,$/kWh,0.0498,kg of CO2/kWh of electricity
9877,100% CO2 reduction by 2050,Mid,Moderate,No,north_east,2035,0.159005585,Battery,$/kWh,0.0466,kg of CO2/kWh of electricity
9878,Reference/business as usual,Mid,Moderate,No,north_east,2035,0.162406324,Battery,$/kWh,0.0495,kg of CO2/kWh of electricity
9879,50% CO2 reduction by 2050,Mid,Moderate,Yes,north_east,2035,0.163470763,Battery,$/kWh,0.0718,kg of CO2/kWh of electricity
9880,100% CO2 reduction by 2050,Mid,Moderate,Yes,north_east,2035,0.171697288,Battery,$/kWh,0.0751,kg of CO2/kWh of electricity
9881,Reference/business as usual,Mid,Moderate,Yes,north_east,2035,0.209848788,Battery,$/kWh,0.0714,kg of CO2/kWh of electricity
9882,50% CO2 reduction by 2050,High,Advanced,No,north_east,2040,0.166638408,Battery,$/kWh,0.0681,kg of CO2/kWh of electricity
9883,100% CO2 reduction by 2050,High,Advanced,No,north_east,2040,0.212325555,Battery,$/kWh,0.0287,kg of CO2/kWh of electricity
9884,Reference/business as usual,High,Advanced,No,north_east,2040,0.221080022,Battery,$/kWh,0.0672,kg of CO2/kWh of electricity
9885,50% CO2 reduction by 2050,High,Advanced,Yes,north_east,2040,0.179326514,Battery,$/kWh,0.0713,kg of CO2/kWh of electricity
9886,100% CO2 reduction by 2050,High,Advanced,Yes,north_east,2040,0.169515823,Battery,$/kWh,0.0371,kg of CO2/kWh of electricity
9887,Reference/business as usual,High,Advanced,Yes,north_east,2040,0.17927794,Battery,$/kWh,0.0726,kg of CO2/kWh of electricity
9888,50% CO2 reduction by 2050,Low,Advanced,No,north_east,2040,0.213603294,Battery,$/kWh,0.051,kg of CO2/kWh of electricity
9889,100% CO2 reduction by 2050,Low,Advanced,No,north_east,2040,0.156977979,Battery,$/kWh,0.0025,kg of CO2/kWh of electricity
9890,Reference/business as usual,Low,Advanced,No,north_east,2040,0.164239373,Battery,$/kWh,0.0511,kg of CO2/kWh of electricity
9891,50% CO2 reduction by 2050,Low,Advanced,Yes,north_east,2040,0.164729109,Battery,$/kWh,0.0494,kg of CO2/kWh of electricity
9892,100% CO2 reduction by 2050,Low,Advanced,Yes,north_east,2040,0.165323595,Battery,$/kWh,0.0317,kg of CO2/kWh of electricity
9893,Reference/business as usual,Low,Advanced,Yes,north_east,2040,0.170497796,Battery,$/kWh,0.0502,kg of CO2/kWh of electricity
9894,50% CO2 reduction by 2050,Mid,Advanced,No,north_east,2040,0.165650212,Battery,$/kWh,0.0549,kg of CO2/kWh of electricity
9895,100% CO2 reduction by 2050,Mid,Advanced,No,north_east,2040,0.157118819,Battery,$/kWh,0.0153,kg of CO2/kWh of electricity
9896,Reference/business as usual,Mid,Advanced,No,north_east,2040,0.164887098,Battery,$/kWh,0.0547,kg of CO2/kWh of electricity
9897,50% CO2 reduction by 2050,Mid,Advanced,Yes,north_east,2040,0.165561193,Battery,$/kWh,0.0551,kg of CO2/kWh of electricity
9898,100% CO2 reduction by 2050,Mid,Advanced,Yes,north_east,2040,0.166631173,Battery,$/kWh,0.0322,kg of CO2/kWh of electricity
9899,Reference/business as usual,Mid,Advanced,Yes,north_east,2040,0.173928704,Battery,$/kWh,0.0549,kg of CO2/kWh of electricity
9900,50% CO2 reduction by 2050,High,Conservative,No,north_east,2040,0.221080022,Battery,$/kWh,0.0638,kg of CO2/kWh of electricity
9901,100% CO2 reduction by 2050,High,Conservative,No,north_east,2040,0.162807106,Battery,$/kWh,0.05,kg of CO2/kWh of electricity
9902,Reference/business as usual,High,Conservative,No,north_east,2040,0.168151739,Battery,$/kWh,0.0637,kg of CO2/kWh of electricity
9903,50% CO2 reduction by 2050,High,Conservative,Yes,north_east,2040,0.221080022,Battery,$/kWh,0.0643,kg of CO2/kWh of electricity
9904,100% CO2 reduction by 2050,High,Conservative,Yes,north_east,2040,0.170292465,Battery,$/kWh,0.0697,kg of CO2/kWh of electricity
9905,Reference/business as usual,High,Conservative,Yes,north_east,2040,0.175417812,Battery,$/kWh,0.0652,kg of CO2/kWh of electricity
9906,50% CO2 reduction by 2050,Low,Conservative,No,north_east,2040,0.165908583,Battery,$/kWh,0.0512,kg of CO2/kWh of electricity
9907,100% CO2 reduction by 2050,Low,Conservative,No,north_east,2040,0.165741727,Battery,$/kWh,0.0216,kg of CO2/kWh of electricity
9908,Reference/business as usual,Low,Conservative,No,north_east,2040,0.165259231,Battery,$/kWh,0.0512,kg of CO2/kWh of electricity
9909,50% CO2 reduction by 2050,Low,Conservative,Yes,north_east,2040,0.213603294,Battery,$/kWh,0.0512,kg of CO2/kWh of electricity
9910,100% CO2 reduction by 2050,Low,Conservative,Yes,north_east,2040,0.213603294,Battery,$/kWh,0.0229,kg of CO2/kWh of electricity
9911,Reference/business as usual,Low,Conservative,Yes,north_east,2040,0.164491635,Battery,$/kWh,0.0519,kg of CO2/kWh of electricity
9912,50% CO2 reduction by 2050,Mid,Conservative,No,north_east,2040,0.167084589,Battery,$/kWh,0.052,kg of CO2/kWh of electricity
9913,100% CO2 reduction by 2050,Mid,Conservative,No,north_east,2040,0.16040475,Battery,$/kWh,0.021,kg of CO2/kWh of electricity
9914,Reference/business as usual,Mid,Conservative,No,north_east,2040,0.166299656,Battery,$/kWh,0.0517,kg of CO2/kWh of electricity
9915,50% CO2 reduction by 2050,Mid,Conservative,Yes,north_east,2040,0.166101255,Battery,$/kWh,0.0533,kg of CO2/kWh of electricity
9916,100% CO2 reduction by 2050,Mid,Conservative,Yes,north_east,2040,0.168873904,Battery,$/kWh,0.0574,kg of CO2/kWh of electricity
9917,Reference/business as usual,Mid,Conservative,Yes,north_east,2040,0.166109704,Battery,$/kWh,0.0538,kg of CO2/kWh of electricity
9918,50% CO2 reduction by 2050,High,Moderate,No,north_east,2040,0.165837875,Battery,$/kWh,0.0658,kg of CO2/kWh of electricity
9919,100% CO2 reduction by 2050,High,Moderate,No,north_east,2040,0.171019568,Battery,$/kWh,0.0514,kg of CO2/kWh of electricity
9920,Reference/business as usual,High,Moderate,No,north_east,2040,0.172361312,Battery,$/kWh,0.0669,kg of CO2/kWh of electricity
9921,50% CO2 reduction by 2050,High,Moderate,Yes,north_east,2040,0.165442853,Battery,$/kWh,0.0701,kg of CO2/kWh of electricity
9922,100% CO2 reduction by 2050,High,Moderate,Yes,north_east,2040,0.176135583,Battery,$/kWh,0.0635,kg of CO2/kWh of electricity
9923,Reference/business as usual,High,Moderate,Yes,north_east,2040,0.184004614,Battery,$/kWh,0.0702,kg of CO2/kWh of electricity
9924,50% CO2 reduction by 2050,Low,Moderate,No,north_east,2040,0.166272945,Battery,$/kWh,0.0509,kg of CO2/kWh of electricity
9925,100% CO2 reduction by 2050,Low,Moderate,No,north_east,2040,0.160580465,Battery,$/kWh,0.0162,kg of CO2/kWh of electricity
9926,Reference/business as usual,Low,Moderate,No,north_east,2040,0.164404679,Battery,$/kWh,0.052,kg of CO2/kWh of electricity
9927,50% CO2 reduction by 2050,Low,Moderate,Yes,north_east,2040,0.213603294,Battery,$/kWh,0.0488,kg of CO2/kWh of electricity
9928,100% CO2 reduction by 2050,Low,Moderate,Yes,north_east,2040,0.158502289,Battery,$/kWh,0.0349,kg of CO2/kWh of electricity
9929,Reference/business as usual,Low,Moderate,Yes,north_east,2040,0.162431641,Battery,$/kWh,0.0525,kg of CO2/kWh of electricity
9930,50% CO2 reduction by 2050,Mid,Moderate,No,north_east,2040,0.168262405,Battery,$/kWh,0.0551,kg of CO2/kWh of electricity
9931,100% CO2 reduction by 2050,Mid,Moderate,No,north_east,2040,0.157920485,Battery,$/kWh,0.0262,kg of CO2/kWh of electricity
9932,Reference/business as usual,Mid,Moderate,No,north_east,2040,0.164649698,Battery,$/kWh,0.0547,kg of CO2/kWh of electricity
9933,50% CO2 reduction by 2050,Mid,Moderate,Yes,north_east,2040,0.167716063,Battery,$/kWh,0.0632,kg of CO2/kWh of electricity
9934,100% CO2 reduction by 2050,Mid,Moderate,Yes,north_east,2040,0.172111997,Battery,$/kWh,0.0488,kg of CO2/kWh of electricity
9935,Reference/business as usual,Mid,Moderate,Yes,north_east,2040,0.216928404,Battery,$/kWh,0.0601,kg of CO2/kWh of electricity
9936,50% CO2 reduction by 2050,High,Advanced,No,north_east,2045,0.16559918,Battery,$/kWh,0.0725,kg of CO2/kWh of electricity
9937,100% CO2 reduction by 2050,High,Advanced,No,north_east,2045,0.206255486,Battery,$/kWh,0.007,kg of CO2/kWh of electricity
9938,Reference/business as usual,High,Advanced,No,north_east,2045,0.222785904,Battery,$/kWh,0.0713,kg of CO2/kWh of electricity
9939,50% CO2 reduction by 2050,High,Advanced,Yes,north_east,2045,0.177410395,Battery,$/kWh,0.0711,kg of CO2/kWh of electricity
9940,100% CO2 reduction by 2050,High,Advanced,Yes,north_east,2045,0.16419993,Battery,$/kWh,0.0067,kg of CO2/kWh of electricity
9941,Reference/business as usual,High,Advanced,Yes,north_east,2045,0.181305118,Battery,$/kWh,0.0712,kg of CO2/kWh of electricity
9942,50% CO2 reduction by 2050,Low,Advanced,No,north_east,2045,0.215783713,Battery,$/kWh,0.0586,kg of CO2/kWh of electricity
9943,100% CO2 reduction by 2050,Low,Advanced,No,north_east,2045,0.154684422,Battery,$/kWh,0.0,kg of CO2/kWh of electricity
9944,Reference/business as usual,Low,Advanced,No,north_east,2045,0.166933628,Battery,$/kWh,0.0583,kg of CO2/kWh of electricity
9945,50% CO2 reduction by 2050,Low,Advanced,Yes,north_east,2045,0.168444516,Battery,$/kWh,0.0591,kg of CO2/kWh of electricity
9946,100% CO2 reduction by 2050,Low,Advanced,Yes,north_east,2045,0.154681227,Battery,$/kWh,0.0,kg of CO2/kWh of electricity
9947,Reference/business as usual,Low,Advanced,Yes,north_east,2045,0.176562158,Battery,$/kWh,0.0594,kg of CO2/kWh of electricity
9948,50% CO2 reduction by 2050,Mid,Advanced,No,north_east,2045,0.16659047,Battery,$/kWh,0.0627,kg of CO2/kWh of electricity
9949,100% CO2 reduction by 2050,Mid,Advanced,No,north_east,2045,0.154724045,Battery,$/kWh,0.0063,kg of CO2/kWh of electricity
9950,Reference/business as usual,Mid,Advanced,No,north_east,2045,0.166958859,Battery,$/kWh,0.0607,kg of CO2/kWh of electricity
9951,50% CO2 reduction by 2050,Mid,Advanced,Yes,north_east,2045,0.167688189,Battery,$/kWh,0.0661,kg of CO2/kWh of electricity
9952,100% CO2 reduction by 2050,Mid,Advanced,Yes,north_east,2045,0.159158888,Battery,$/kWh,0.0076,kg of CO2/kWh of electricity
9953,Reference/business as usual,Mid,Advanced,Yes,north_east,2045,0.176310501,Battery,$/kWh,0.0636,kg of CO2/kWh of electricity
9954,50% CO2 reduction by 2050,High,Conservative,No,north_east,2045,0.222785904,Battery,$/kWh,0.071,kg of CO2/kWh of electricity
9955,100% CO2 reduction by 2050,High,Conservative,No,north_east,2045,0.157781382,Battery,$/kWh,0.0,kg of CO2/kWh of electricity
9956,Reference/business as usual,High,Conservative,No,north_east,2045,0.167746867,Battery,$/kWh,0.0584,kg of CO2/kWh of electricity
9957,50% CO2 reduction by 2050,High,Conservative,Yes,north_east,2045,0.222785904,Battery,$/kWh,0.0715,kg of CO2/kWh of electricity
9958,100% CO2 reduction by 2050,High,Conservative,Yes,north_east,2045,0.158720366,Battery,$/kWh,0.0,kg of CO2/kWh of electricity
9959,Reference/business as usual,High,Conservative,Yes,north_east,2045,0.177759723,Battery,$/kWh,0.0741,kg of CO2/kWh of electricity
9960,50% CO2 reduction by 2050,Low,Conservative,No,north_east,2045,0.166947342,Battery,$/kWh,0.0603,kg of CO2/kWh of electricity
9961,100% CO2 reduction by 2050,Low,Conservative,No,north_east,2045,0.158346333,Battery,$/kWh,0.0,kg of CO2/kWh of electricity
9962,Reference/business as usual,Low,Conservative,No,north_east,2045,0.168024902,Battery,$/kWh,0.059,kg of CO2/kWh of electricity
9963,50% CO2 reduction by 2050,Low,Conservative,Yes,north_east,2045,0.215783713,Battery,$/kWh,0.0587,kg of CO2/kWh of electricity
9964,100% CO2 reduction by 2050,Low,Conservative,Yes,north_east,2045,0.215783713,Battery,$/kWh,0.0,kg of CO2/kWh of electricity
9965,Reference/business as usual,Low,Conservative,Yes,north_east,2045,0.168025034,Battery,$/kWh,0.0592,kg of CO2/kWh of electricity
9966,50% CO2 reduction by 2050,Mid,Conservative,No,north_east,2045,0.167298439,Battery,$/kWh,0.0622,kg of CO2/kWh of electricity
9967,100% CO2 reduction by 2050,Mid,Conservative,No,north_east,2045,0.15283719,Battery,$/kWh,0.0,kg of CO2/kWh of electricity
