energy_system_scenario,freight_demand_scenario,year,region,technology,number_of_charging_stations,operational_refueling_energy_use (GJ),energy_refueled_to_tenders&locomotives (GJ),cost_per_station ($),infrastructure_O&M_cost ($/year)
50% CO2 reduction by 2050,Agricultural Reduction,2025,central,biodiesel,0,0,14460597,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,central,catenary,0,0,14461141,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,central,battery,41,15907255,14461141,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,middle_atlantic,diesel,0,0,12624986,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,middle_atlantic,hydrogen,55,13888006,12625460,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,middle_atlantic,biodiesel,0,0,12624986,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,middle_atlantic,catenary,0,0,12625460,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,middle_atlantic,battery,42,13888006,12625460,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,north_central,diesel,0,0,26200014,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,north_central,hydrogen,54,31441199,26200999,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,north_central,biodiesel,0,0,26200014,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,north_central,catenary,0,0,26200999,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,north_central,battery,50,31441199,26200999,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,north_east,diesel,0,0,1689943,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,north_east,hydrogen,42,2028007,1690006,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,north_east,biodiesel,0,0,1689943,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,north_east,catenary,0,0,1690006,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,north_east,battery,44,2028007,1690006,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,north_west,diesel,0,0,14947379,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,north_west,hydrogen,41,17937528,14947940,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,north_west,biodiesel,0,0,14947379,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,north_west,catenary,0,0,14947940,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,north_west,battery,53,16442734,14947940,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,south_east,diesel,0,0,7433172,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,south_east,hydrogen,46,8920141,7433451,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,south_east,biodiesel,0,0,7433172,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,south_east,catenary,0,0,7433451,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,south_east,battery,39,8920141,7433451,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,south_west,diesel,0,0,8512490,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,south_west,hydrogen,38,9364091,8512810,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,south_west,biodiesel,0,0,8512490,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,south_west,catenary,0,0,8512810,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,south_west,battery,44,9364091,8512810,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,texas,diesel,0,0,12649427,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,texas,hydrogen,56,15179882,12649902,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,texas,biodiesel,0,0,12649427,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,texas,catenary,0,0,12649902,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2025,texas,battery,49,15179882,12649902,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,california,diesel,0,0,5972344,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,california,hydrogen,38,7167083,5972569,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,california,biodiesel,0,0,5972344,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,california,catenary,0,0,5972569,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,california,battery,43,7167083,5972569,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,central,diesel,0,0,14460597,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,central,hydrogen,43,17353369,14461141,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,central,biodiesel,0,0,14460597,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,central,catenary,0,0,14461141,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,central,battery,45,15907255,14461141,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,middle_atlantic,diesel,0,0,12624986,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,middle_atlantic,hydrogen,38,15150552,12625460,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,middle_atlantic,biodiesel,0,0,12624986,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,middle_atlantic,catenary,0,0,12625460,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,middle_atlantic,battery,43,13888006,12625460,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,north_central,diesel,0,0,26200014,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,north_central,hydrogen,40,31441199,26200999,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,north_central,biodiesel,0,0,26200014,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,north_central,catenary,0,0,26200999,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,north_central,battery,38,31441199,26200999,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,north_east,diesel,0,0,1689943,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,north_east,hydrogen,40,1859007,1690006,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,north_east,biodiesel,0,0,1689943,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,north_east,catenary,0,0,1690006,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,north_east,battery,47,2028007,1690006,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,north_west,diesel,0,0,14947379,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,north_west,hydrogen,55,17937528,14947940,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,north_west,biodiesel,0,0,14947379,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,north_west,catenary,0,0,14947940,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,north_west,battery,39,17937528,14947940,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,south_east,diesel,0,0,7433172,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,south_east,hydrogen,46,8176796,7433451,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,south_east,biodiesel,0,0,7433172,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,south_east,catenary,0,0,7433451,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,south_east,battery,40,8176796,7433451,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,south_west,diesel,0,0,8512490,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,south_west,hydrogen,56,10215372,8512810,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,south_west,biodiesel,0,0,8512490,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,south_west,catenary,0,0,8512810,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,south_west,battery,51,9364091,8512810,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,texas,diesel,0,0,12649427,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,texas,hydrogen,51,15179882,12649902,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,texas,biodiesel,0,0,12649427,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,texas,catenary,0,0,12649902,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2030,texas,battery,56,13914892,12649902,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,california,diesel,0,0,5972344,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,california,hydrogen,46,6569826,5972569,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,california,biodiesel,0,0,5972344,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,california,catenary,0,0,5972569,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,california,battery,46,7167083,5972569,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,central,diesel,0,0,14460597,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,central,hydrogen,45,15907255,14461141,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,central,biodiesel,0,0,14460597,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,central,catenary,0,0,14461141,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,central,battery,54,17353369,14461141,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,middle_atlantic,diesel,0,0,12624986,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,middle_atlantic,hydrogen,51,15150552,12625460,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,middle_atlantic,biodiesel,0,0,12624986,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,middle_atlantic,catenary,0,0,12625460,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,middle_atlantic,battery,43,15150552,12625460,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,north_central,diesel,0,0,26200014,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,north_central,hydrogen,39,31441199,26200999,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,north_central,biodiesel,0,0,26200014,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,north_central,catenary,0,0,26200999,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,north_central,battery,48,28821099,26200999,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,north_east,diesel,0,0,1689943,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,north_east,hydrogen,55,1859007,1690006,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,north_east,biodiesel,0,0,1689943,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,north_east,catenary,0,0,1690006,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,north_east,battery,48,1859007,1690006,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,north_west,diesel,0,0,14947379,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,north_west,hydrogen,45,17937528,14947940,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,north_west,biodiesel,0,0,14947379,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,north_west,catenary,0,0,14947940,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,north_west,battery,42,16442734,14947940,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,south_east,diesel,0,0,7433172,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,south_east,hydrogen,48,8176796,7433451,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,south_east,biodiesel,0,0,7433172,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,south_east,catenary,0,0,7433451,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,south_east,battery,55,8176796,7433451,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,south_west,diesel,0,0,8512490,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,south_west,hydrogen,55,10215372,8512810,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,south_west,biodiesel,0,0,8512490,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,south_west,catenary,0,0,8512810,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,south_west,battery,40,9364091,8512810,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,texas,diesel,0,0,12649427,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,texas,hydrogen,45,13914892,12649902,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,texas,biodiesel,0,0,12649427,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,texas,catenary,0,0,12649902,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2035,texas,battery,47,15179882,12649902,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,california,diesel,0,0,5972344,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,california,hydrogen,41,7167083,5972569,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,california,biodiesel,0,0,5972344,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,california,catenary,0,0,5972569,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,california,battery,45,6569826,5972569,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,central,diesel,0,0,14460597,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,central,hydrogen,43,17353369,14461141,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,central,biodiesel,0,0,14460597,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,central,catenary,0,0,14461141,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,central,battery,45,17353369,14461141,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,middle_atlantic,diesel,0,0,12624986,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,middle_atlantic,hydrogen,48,13888006,12625460,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,middle_atlantic,biodiesel,0,0,12624986,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,middle_atlantic,catenary,0,0,12625460,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,middle_atlantic,battery,42,15150552,12625460,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,north_central,diesel,0,0,26200014,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,north_central,hydrogen,55,28821099,26200999,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,north_central,biodiesel,0,0,26200014,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,north_central,catenary,0,0,26200999,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,north_central,battery,46,31441199,26200999,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,north_east,diesel,0,0,1689943,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,north_east,hydrogen,45,2028007,1690006,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,north_east,biodiesel,0,0,1689943,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,north_east,catenary,0,0,1690006,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,north_east,battery,38,2028007,1690006,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,north_west,diesel,0,0,14947379,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,north_west,hydrogen,45,17937528,14947940,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,north_west,biodiesel,0,0,14947379,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,north_west,catenary,0,0,14947940,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,north_west,battery,41,16442734,14947940,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,south_east,diesel,0,0,7433172,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,south_east,hydrogen,48,8920141,7433451,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,south_east,biodiesel,0,0,7433172,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,south_east,catenary,0,0,7433451,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,south_east,battery,53,8920141,7433451,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,south_west,diesel,0,0,8512490,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,south_west,hydrogen,50,9364091,8512810,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,south_west,biodiesel,0,0,8512490,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,south_west,catenary,0,0,8512810,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,south_west,battery,55,9364091,8512810,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,texas,diesel,0,0,12649427,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,texas,hydrogen,38,13914892,12649902,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,texas,biodiesel,0,0,12649427,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,texas,catenary,0,0,12649902,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2040,texas,battery,45,15179882,12649902,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,california,diesel,0,0,5972344,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,california,hydrogen,41,6569826,5972569,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,california,biodiesel,0,0,5972344,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,california,catenary,0,0,5972569,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,california,battery,46,6569826,5972569,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,central,diesel,0,0,14460597,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,central,hydrogen,56,17353369,14461141,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,central,biodiesel,0,0,14460597,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,central,catenary,0,0,14461141,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,central,battery,44,17353369,14461141,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,middle_atlantic,diesel,0,0,12624986,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,middle_atlantic,hydrogen,41,13888006,12625460,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,middle_atlantic,biodiesel,0,0,12624986,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,middle_atlantic,catenary,0,0,12625460,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,middle_atlantic,battery,51,13888006,12625460,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,north_central,diesel,0,0,26200014,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,north_central,hydrogen,42,28821099,26200999,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,north_central,biodiesel,0,0,26200014,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,north_central,catenary,0,0,26200999,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,north_central,battery,38,28821099,26200999,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,north_east,diesel,0,0,1689943,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,north_east,hydrogen,40,2028007,1690006,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,north_east,biodiesel,0,0,1689943,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,north_east,catenary,0,0,1690006,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,north_east,battery,40,1859007,1690006,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,north_west,diesel,0,0,14947379,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,north_west,hydrogen,52,16442734,14947940,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,north_west,biodiesel,0,0,14947379,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,north_west,catenary,0,0,14947940,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,north_west,battery,42,16442734,14947940,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,south_east,diesel,0,0,7433172,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,south_east,hydrogen,42,8176796,7433451,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,south_east,biodiesel,0,0,7433172,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,south_east,catenary,0,0,7433451,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,south_east,battery,41,8920141,7433451,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,south_west,diesel,0,0,8512490,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,south_west,hydrogen,53,10215372,8512810,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,south_west,biodiesel,0,0,8512490,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,south_west,catenary,0,0,8512810,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,south_west,battery,54,10215372,8512810,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,texas,diesel,0,0,12649427,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,texas,hydrogen,41,13914892,12649902,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,texas,biodiesel,0,0,12649427,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,texas,catenary,0,0,12649902,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2045,texas,battery,38,15179882,12649902,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,california,diesel,0,0,5972344,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,california,hydrogen,45,7167083,5972569,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,california,biodiesel,0,0,5972344,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,california,catenary,0,0,5972569,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,california,battery,48,7167083,5972569,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,central,diesel,0,0,14460597,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,central,hydrogen,49,17353369,14461141,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,central,biodiesel,0,0,14460597,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,central,catenary,0,0,14461141,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,central,battery,56,15907255,14461141,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,middle_atlantic,diesel,0,0,12624986,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,middle_atlantic,hydrogen,41,13888006,12625460,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,middle_atlantic,biodiesel,0,0,12624986,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,middle_atlantic,catenary,0,0,12625460,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,middle_atlantic,battery,55,13888006,12625460,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,north_central,diesel,0,0,26200014,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,north_central,hydrogen,49,28821099,26200999,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,north_central,biodiesel,0,0,26200014,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,north_central,catenary,0,0,26200999,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,north_central,battery,54,28821099,26200999,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,north_east,diesel,0,0,1689943,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,north_east,hydrogen,42,2028007,1690006,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,north_east,biodiesel,0,0,1689943,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,north_east,catenary,0,0,1690006,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,north_east,battery,46,2028007,1690006,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,north_west,diesel,0,0,14947379,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,north_west,hydrogen,56,17937528,14947940,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,north_west,biodiesel,0,0,14947379,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,north_west,catenary,0,0,14947940,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,north_west,battery,54,17937528,14947940,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,south_east,diesel,0,0,7433172,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,south_east,hydrogen,41,8920141,7433451,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,south_east,biodiesel,0,0,7433172,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,south_east,catenary,0,0,7433451,460833.7237,4550000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,south_east,battery,44,8176796,7433451,460833.7237,455000000
50% CO2 reduction by 2050,Agricultural Reduction,2050,south_west,diesel,0,0,8512490,460833.7237,455000000
