Dist(mi),SpdLim(mph),Grade(%),Curve(Doc),Catenary(Y/N),Elev
466.632289,60.0,-1.074,0.757,0,4936.80137
466.9331034,47.41194885,-0.441,2.542,0,4929.800485
467.2437889,36.91874681,-0.326,4.192,0,4924.450241
467.5544744,60.0,-0.222,1.201,0,4920.808933
467.8651562,60.0,-0.282,0.01,0,4916.186126
468.175777,60.0,-0.126,0.151,0,4914.119557
468.4864625,60.0,0.001,0.206,0,4914.137803
468.794744,60.0,-0.651,0.407,0,4903.542065
469.1054295,60.0,-1.112,1.198,0,4885.29994
469.415447,60.0,-1.133,0.491,0,4866.759907
469.72559,60.0,-0.819,1.085,0,4853.352265
470.0361102,60.0,-1.037,1.041,0,4836.354391
470.3467044,60.0,-1.129,0.82,0,4817.840479
470.6562428,60.0,-1.113,0.141,0,4799.645047
470.9653016,60.0,-0.767,0.873,0,4787.134683
471.2711783,55.71304315,-0.796,1.841,0,4774.27789
471.5663705,60.0,-1.375,1.383,0,4752.842304
471.874747,38.25233906,-0.886,3.905,0,4738.415209
472.1854325,40.96776956,-0.843,3.405,0,4724.588011
472.4934039,60.0,-1.42,0.588,0,4701.501835
472.7886433,44.26145919,-1.116,2.917,0,4684.104141
473.0890172,42.84120633,-0.779,3.113,0,4671.755093
473.3985674,49.34024171,-1.277,2.347,0,4650.885242
473.6953125,35.26747262,-0.972,4.594,0,4635.658243
474.005998,38.96816491,-1.105,3.763,0,4617.535895
474.3166835,59.24422644,-0.898,1.628,0,4602.79773
474.627369,60.0,-0.909,0.005,0,4587.887916
474.9380545,60.0,-1.051,0.004,0,4570.648571
475.2476998,60.0,-1.139,0.428,0,4552.022079
475.5583287,60.0,-0.9,1.069,0,4537.264495
475.8679803,60.0,-1.172,0.015,0,4518.109462
476.1786658,60.0,-0.891,1.059,0,4503.496365
476.4893513,60.0,-1.009,0.401,0,4486.945002
476.8000368,60.0,-1.385,0.0,0,4464.225246
477.1107223,60.0,-0.992,0.0,0,4447.952289
477.4214078,60.0,-0.867,0.0,0,4433.729881
477.4315361,60.0,0.0,0.0,0,4433.729882
477.4846036,60.0,-1.142,0.0,0,4430.531064
477.7952891,60.0,-0.482,0.0,0,4422.624243
478.1059746,60.0,-0.547,0.0,0,4413.65118
478.4166601,60.0,-0.534,0.0,0,4404.891374
478.6919995,60.0,-0.545,0.0,0,4396.968178
479.002685,60.0,-0.452,0.0,0,4389.553482
479.3133705,60.0,-0.33,0.0,0,4384.140174
479.624056,60.0,-0.279,0.0,0,4379.563475
479.9347415,60.0,-0.132,0.0,0,4377.398156
480.245427,60.0,-0.074,0.0,0,4376.184293
480.5561125,60.0,0.107,0.0,0,4377.93956
480.866798,60.0,-0.548,0.0,0,4368.950222
481.1774835,60.0,-0.437,0.0,0,4361.781738
481.488169,60.0,-0.144,0.0,0,4359.419568
481.7988545,60.0,-0.099,0.0,0,4357.795592
482.10954,60.0,-0.157,0.0,0,4355.220165
482.4202255,60.0,-0.424,0.0,0,4348.264816
482.730911,60.0,-0.365,0.0,0,4342.277287
483.0415965,60.0,-0.437,0.0,0,4335.108748
483.352282,60.0,-0.275,0.234,0,4330.592402
483.6626941,60.0,-0.063,0.727,0,4329.567571
483.9730919,60.0,-0.407,0.758,0,4322.893357
484.2837768,60.0,-0.139,0.269,0,4320.619309
484.5944623,60.0,-0.034,0.004,0,4320.062753
484.9051478,60.0,0.0,0.0,0,4320.062753
485.2158333,60.0,-0.134,0.0,0,4317.864591
485.5265188,60.0,-0.07,0.0,0,4316.716298
485.8372043,60.0,0.064,0.0,0,4317.766167
486.1478898,60.0,0.093,0.0,0,4319.291757
486.4585753,60.0,-0.005,0.001,0,4319.21005
486.7692552,60.0,-0.048,0.003,0,4318.423508
487.0799326,60.0,-0.184,0.04,0,4315.402002
487.3905908,60.0,-0.315,0.446,0,4310.233447
487.7010028,60.0,-0.112,0.905,0,4308.397714
488.0113503,60.0,-0.454,0.981,0,4300.960128
488.3217543,60.0,-0.176,0.711,0,4298.076493
488.6324106,60.0,-0.429,0.223,0,4291.046706
488.9430961,60.0,-0.46,0.01,0,4283.503991
489.2537816,60.0,-0.262,0.227,0,4279.198393
489.5636718,60.0,-0.48,1.384,0,4271.350653
489.872879,58.03875806,-0.568,1.696,0,4262.07845
490.1835036,60.0,-0.658,0.726,0,4251.292902
490.4941512,60.0,-0.837,0.273,0,4237.569975
490.8048361,60.0,-0.754,0.083,0,4225.195676
491.1155216,60.0,-0.61,0.003,0,4215.190081
491.4261835,60.0,-0.464,0.001,0,4207.578917
491.736869,60.0,-0.311,0.002,0,4202.477781
492.0475545,60.0,-0.15,0.001,0,4200.017547
492.35824,60.0,-0.021,0.0,0,4199.673198
492.6689255,60.0,-0.048,0.0,0,4198.885812
492.979611,60.0,-0.001,0.0,0,4198.869444
493.2902965,60.0,0.017,0.0,0,4199.148325
493.600982,60.0,-0.097,0.0,0,4197.557133
493.9116675,60.0,0.0,0.0,0,4197.557189
494.222353,60.0,-0.074,0.0,0,4196.343342
494.5330385,60.0,-0.076,0.0,0,4195.096635
494.843724,60.0,0.0,0.0,0,4195.096654
495.1544095,60.0,0.0,0.0,0,4195.096654
495.465095,60.0,0.0,0.0,0,4195.096654
495.7757805,60.0,0.0,0.0,0,4195.096672
496.086466,60.0,0.0,0.0,0,4195.096693
496.3971515,60.0,-0.059,0.0,0,4194.128913
496.707837,60.0,0.008,0.0,0,4194.260198
497.0185225,60.0,0.015,0.0,0,4194.506278
497.329208,60.0,-0.052,0.0,0,4193.653282
497.6398935,60.0,-0.072,0.0,0,4192.472197
497.950579,60.0,0.0,0.0,0,4192.472223
498.2612645,60.0,0.0,0.001,0,4192.472534
498.57195,60.0,0.011,0.001,0,4192.653368
498.8826355,60.0,0.051,0.0,0,4193.490034
499.193321,60.0,0.067,0.0,0,4194.589115
499.5040065,60.0,0.032,0.0,0,4195.114049
499.814692,60.0,0.159,0.0,0,4197.722316
500.1253775,60.0,0.141,0.0,0,4200.035318
500.436063,60.0,0.14,0.0,0,4202.331951
500.7467485,60.0,0.015,0.0,0,4202.578049
501.057434,60.0,0.064,0.0,0,4203.627921
501.3681195,60.0,0.095,0.0,0,4205.186341
501.678805,60.0,0.146,0.0,0,4207.581424
501.9894905,60.0,0.028,0.0,0,4208.040853
502.300176,60.0,0.274,0.0,0,4212.535618
502.6108615,60.0,0.283,0.0,0,4217.178023
502.921547,60.0,0.345,0.0,0,4222.837557
503.2322325,60.0,0.352,0.0,0,4228.611944
503.542918,60.0,0.375,0.0,0,4234.763521
503.8536035,60.0,0.323,0.0,0,4240.062087
504.164289,60.0,0.46,0.0,0,4247.608029
504.4749745,60.0,0.47,0.0,0,4255.31803
504.78566,60.0,0.485,0.0,0,4263.274081
505.0963455,60.0,0.565,0.0,0,4272.542462
505.407031,60.0,0.46,0.0,0,4280.088419
505.7177165,60.0,0.46,0.0,0,4287.634369
506.028402,60.0,0.456,0.0,0,4295.114693
506.3390875,60.0,0.463,0.0,0,4302.709869
506.649773,60.0,0.435,0.0,0,4309.845819
506.9604585,60.0,0.315,0.0,0,4315.013216
507.271144,60.0,0.31,0.0,0,4320.098536
507.5818295,60.0,0.307,0.0,0,4325.134638
507.892515,60.0,0.338,0.0,0,4330.679273
508.2032005,60.0,0.468,0.0,0,4338.356462
508.513886,60.0,0.165,0.0,0,4341.06322
508.8245715,60.0,0.294,0.0,0,4345.886069
509.135257,60.0,0.03,0.003,0,4346.379064
509.4459425,60.0,0.1,0.003,0,4348.020368
509.756628,60.0,0.101,0.004,0,4349.678372
510.0673135,60.0,0.18,0.004,0,4352.632301
510.377999,60.0,0.31,0.0,0,4357.717602
510.6886845,60.0,0.451,0.0,0,4365.115912
510.99937,60.0,0.341,0.0,0,4370.709762
511.3100555,60.0,0.232,0.009,0,4374.518527
511.620741,60.0,0.316,0.009,0,4379.705259
511.7586493,60.0,0.467,0.009,0,4383.102262
512.0693348,59.69924514,-0.799,1.603,0,4369.996404
512.3729914,59.69924514,-1.29,1.603,0,4349.316312
512.6557605,36.03142403,-0.767,4.401,0,4337.86815
512.9661068,56.13300815,0.631,1.814,0,4348.206583
513.2734903,47.75343194,-0.759,2.506,0,4335.88021
513.5746949,40.86135938,0.374,3.422,0,4341.824435
513.884124,60.0,-0.505,0.212,0,4333.576877
514.193683,60.0,0.909,1.533,0,4348.431585
514.5043685,60.0,0.126,0.268,0,4350.504543
514.815054,60.0,-0.293,0.424,0,4345.706021
515.1181873,60.0,0.02,0.977,0,4346.018636
515.4213207,60.0,-0.467,0.474,0,4338.542325
515.7288403,40.97876645,-0.782,3.403,0,4325.851446
516.0370621,43.28384473,1.248,3.05,0,4346.168331
516.3453137,49.41485893,0.414,2.34,0,4352.901214
516.655983,60.0,0.108,0.833,0,4354.667438
516.9666685,60.0,-0.152,0.008,0,4352.176785
517.277354,60.0,0.623,0.0,0,4362.39666
517.5880395,60.0,0.101,0.17,0,4364.060179
517.89851,60.0,-0.038,0.635,0,4363.431831
518.2090483,60.0,0.185,0.577,0,4366.458862
518.5197338,60.0,0.597,0.112,0,4376.256126
518.8304193,60.0,-0.395,0.0,0,4369.776545
519.1411048,60.0,0.0,0.0,0,4369.776623
519.4517903,60.0,1.066,0.074,0,4387.271485
519.7623198,60.0,0.246,0.882,0,4391.300934
520.0718874,60.0,0.641,1.543,0,4401.779185
520.3824717,60.0,-0.525,0.779,0,4393.176364
520.6931572,60.0,0.963,0.047,0,4408.972466
521.0038408,60.0,-0.075,0.294,0,4407.740117
521.3142361,60.0,-0.786,0.791,0,4394.859491
521.6246296,60.0,0.045,0.959,0,4395.60034
521.9351821,60.0,0.466,0.552,0,4403.24519
522.2458676,60.0,-0.442,0.091,0,4395.991696
522.5565531,60.0,0.044,0.0,0,4396.713525
522.8672386,60.0,0.013,0.0,0,4396.926905
523.1779241,60.0,0.351,0.0,0,4402.68488
523.4886096,60.0,-0.036,0.0,0,4402.094407
523.7992951,60.0,-0.127,0.148,0,4400.01036
524.1097526,60.0,0.043,0.639,0,4400.712097
524.4201783,60.0,0.103,0.738,0,4402.397647
524.7308638,60.0,0.23,0.248,0,4406.169869
525.0415493,60.0,0.477,0.002,0,4413.995192
525.3522348,60.0,0.068,0.0,0,4415.110788
525.6629203,60.0,0.509,0.0,0,4423.460633
525.9736058,60.0,0.353,0.0,0,4429.251424
526.2842913,60.0,0.53,0.0,0,4437.945778
526.5949768,60.0,0.383,0.001,0,4444.229069
526.9056623,60.0,0.495,0.003,0,4452.350236
527.2163478,60.0,0.689,0.001,0,4463.653146
527.5270333,60.0,0.196,0.0,0,4466.868369
527.8377188,60.0,-0.015,0.0,0,4466.622306
528.1484043,60.0,0.294,0.0,0,4471.445159
528.4590898,60.0,0.16,0.001,0,4474.070015
528.7697753,60.0,0.093,0.001,0,4475.595831
529.0804608,60.0,0.075,0.0,0,4476.826251
529.3911463,60.0,0.206,0.0,0,4480.205626
529.7018318,60.0,0.297,0.0,0,4485.07781
530.0125173,60.0,0.259,0.0,0,4489.326622
530.3232028,60.0,0.224,0.0,0,4493.001214
530.6338883,60.0,0.015,0.0,0,4493.247347
530.9445738,60.0,0.129,0.186,0,4495.358834
531.2549983,60.0,0.321,0.674,0,4500.615897
531.5653806,60.0,0.444,0.993,0,4507.896757
531.8757797,60.0,0.449,0.72,0,4515.252245
532.1864652,60.0,0.333,0.215,0,4520.719881
532.4971507,60.0,0.463,0.0,0,4528.315054
532.8078362,60.0,0.413,0.003,0,4535.090846
533.1185217,60.0,0.425,0.003,0,4542.063571
533.4292072,60.0,0.478,0.008,0,4549.907339
533.7398821,60.0,0.422,0.303,0,4556.831002
534.0502787,60.0,0.504,0.599,0,4565.098324
534.3609517,60.0,0.492,0.318,0,4573.174988
534.6716372,60.0,0.251,0.014,0,4577.297048
534.9823227,60.0,0.295,0.004,0,4582.137517
535.2930082,60.0,0.03,0.001,0,4582.630121
535.6036925,60.0,0.196,0.002,0,4585.845967
535.914378,60.0,0.258,0.003,0,4590.079091
536.2250635,60.0,0.344,0.001,0,4595.722625
536.535749,60.0,0.26,0.001,0,4599.987951
536.8464345,60.0,0.382,0.001,0,4606.254641
537.15712,60.0,0.334,0.001,0,4611.734023
537.4678055,60.0,0.396,0.001,0,4618.230272
537.778491,60.0,0.488,0.001,0,4626.2357
538.0891765,60.0,0.236,0.002,0,4630.107745
538.399862,60.0,0.215,0.003,0,4633.635538
538.7105475,60.0,0.441,0.003,0,4640.870867
539.021233,60.0,0.616,0.002,0,4650.976436
539.3319185,60.0,0.283,0.006,0,4655.620661
539.642604,60.0,0.498,0.078,0,4663.782731
539.9532255,60.0,0.347,0.214,0,4669.479523
540.2639104,60.0,0.406,0.134,0,4676.134468
540.5745959,60.0,0.349,0.0,0,4681.859579
540.8852814,60.0,0.464,0.0,0,4689.471245
541.1959669,60.0,0.556,0.048,0,4698.591178
541.5065871,60.0,0.529,0.48,0,4707.262558
541.8169762,60.0,0.335,0.866,0,4712.746572
542.1275604,60.0,0.304,0.503,0,4717.734513
542.4382459,60.0,0.322,0.071,0,4723.023601
542.7489314,60.0,0.526,0.247,0,4731.651129
543.0593292,60.0,0.755,0.757,0,4744.021946
543.3697681,60.0,-0.344,0.727,0,4738.387536
543.6804536,60.0,0.332,0.217,0,4743.839232
543.9911391,60.0,0.309,0.049,0,4748.907861
544.3017686,60.0,0.814,0.472,0,4762.251626
544.6122025,60.0,0.549,0.596,0,4771.255954
544.922888,60.0,0.614,0.173,0,4781.335535
545.2335735,60.0,0.178,0.0,0,4784.255599
545.544259,60.0,0.274,0.0,0,4788.750359
545.8549445,60.0,0.324,0.013,0,4794.069595
546.1656238,60.0,0.381,0.36,0,4800.322935
546.4760228,60.0,0.303,0.845,0,4805.291485
546.7864007,60.0,0.307,0.932,0,4810.321278
547.097003,60.0,0.14,0.495,0,4812.616162
547.4076885,60.0,0.222,0.061,0,4816.26159
547.718374,60.0,0.257,0.0,0,4820.477587
548.0290595,60.0,0.252,0.0,0,4824.611457
548.339745,60.0,0.362,0.0,0,4830.549894
548.6504305,60.0,0.319,0.0,0,4835.782843
548.961116,60.0,0.252,0.0,0,4839.916812
549.2718015,60.0,0.249,0.034,0,4843.996311
549.5824578,60.0,0.337,0.427,0,4849.516959
549.892855,60.0,0.411,0.63,0,4856.252342
550.2035398,60.0,0.381,0.242,0,4862.499817
550.5142253,60.0,0.378,0.005,0,4868.702264
550.8249108,60.0,-0.128,0.0,0,4866.602647
551.1355963,60.0,0.19,0.0,0,4869.719567
551.4462818,60.0,0.265,0.0,0,4874.066829
551.7569673,60.0,0.189,0.0,0,4877.167342
552.0676528,60.0,0.259,0.0,0,4881.416107
552.3783383,60.0,0.059,0.0,0,4882.384075
552.6890238,60.0,0.204,0.0,0,4885.730684
552.9997093,60.0,0.387,0.0,0,4892.079225
553.3103948,60.0,0.396,0.001,0,4898.575459
553.6210803,60.0,0.357,0.001,0,4904.432031
553.9317658,60.0,0.437,0.0,0,4911.600746
554.2424513,60.0,0.537,0.064,0,4920.414505
554.5530063,60.0,-0.288,0.837,0,4915.685789
554.862487,60.0,-0.568,1.441,0,4906.396332
555.173139,60.0,-0.14,0.688,0,4904.095808
555.4838245,60.0,-0.126,0.126,0,4902.021165
555.7943155,60.0,-0.014,0.64,0,4901.788059
556.1047425,60.0,0.198,0.688,0,4905.032013
556.415428,60.0,0.209,0.199,0,4908.460207
556.7261135,60.0,0.187,0.0,0,4911.527831
557.036799,60.0,0.242,0.0,0,4915.497656
557.3474845,60.0,0.087,0.249,0,4916.924633
557.6578612,60.0,0.041,0.622,0,4917.604364
557.9684995,60.0,-0.077,0.405,0,4916.342782
558.279185,60.0,-0.031,0.036,0,4915.829576
558.5898698,60.0,-0.11,0.192,0,4914.022502
558.9003124,60.0,0.563,0.617,0,4923.247008
559.2109215,60.0,-0.137,0.476,0,4921.008093
559.521607,60.0,-0.21,0.048,0,4917.562539
559.8322925,60.0,0.642,0.0,0,4928.09404
560.142978,60.0,-0.821,0.024,0,4914.634095
560.4536516,60.0,0.445,0.317,0,4921.939443
560.7640594,60.0,0.262,0.536,0,4926.232526
561.0747449,60.0,0.446,0.242,0,4933.546323
561.3854304,60.0,0.146,0.054,0,4935.942542
561.6958363,50.15428241,0.0,2.272,0,4935.948981
561.8727965,60.0,0.755,0.0,0,4943.002785
562.183482,60.0,-1.383,0.022,0,4920.323042
562.4941675,60.0,-1.138,0.022,0,4901.662325
562.804853,60.0,-0.868,0.047,0,4887.422607
563.1155112,60.0,-1.267,0.141,0,4866.635637
563.4259773,60.0,-0.732,1.308,0,4854.630219
563.7274125,60.0,-1.369,0.367,0,4832.847542
564.0253816,57.29120992,-1.049,1.741,0,4816.351382
564.3360671,60.0,-0.584,0.494,0,4806.76922
564.6460201,60.0,-1.3,0.224,0,4785.500594
564.9511505,60.0,-1.107,1.392,0,4767.658329
565.2388925,60.0,0.026,1.321,0,4768.059799
565.5266345,37.22821227,-2.729,4.123,0,4726.596084
565.8372119,46.90906264,-0.959,2.597,0,4710.863135
566.1351829,38.07413356,-0.761,3.942,0,4698.898095
566.430106,41.00571419,0.068,3.398,0,4699.956486
566.7250292,60.0,-2.729,0.978,0,4657.46256
567.035148,60.0,-0.691,1.277,0,4646.151704
567.2864886,29.10007725,0.135,6.748,0,4647.942723
567.5378291,40.69010122,-3.168,3.451,0,4605.896169
567.8463789,59.44022492,-0.263,1.617,0,4601.616716
568.1554439,60.0,-1.629,0.136,0,4575.037243
568.4605482,52.99363959,-1.151,2.035,0,4556.499918
568.7669867,45.02362099,-1.529,2.819,0,4531.755953
569.0749804,38.35515153,-1.517,3.884,0,4507.084261
569.3840665,60.0,0.266,0.307,0,4511.433021
569.656862,27.33059107,-1.012,7.65,0,4496.855295
569.9334691,60.0,0.021,1.069,0,4497.167606
570.2100761,31.86369956,-2.9,5.628,0,4454.815537
570.5179437,57.33914395,0.048,1.738,0,4455.593843
570.8265873,60.0,-1.368,0.803,0,4433.299955
571.1367031,60.0,-1.079,1.458,0,4415.634265
571.4342931,40.72057902,-0.758,3.446,0,4403.725113
571.7316276,60.0,0.019,0.929,0,4404.016779
572.028962,40.04674657,-1.88,3.563,0,4374.508907
572.309227,27.86121005,-1.294,7.361,0,4355.362141
572.6198261,60.0,-0.984,0.307,0,4339.222665
572.9114685,58.2966769,0.034,1.681,0,4339.740497
573.2031108,57.74380944,-1.818,1.714,0,4311.7414
573.5006274,60.0,0.019,0.967,0,4312.045217
573.798144,60.0,0.019,0.939,0,4312.34013
574.0956606,60.0,-3.725,0.606,0,4253.820007
574.3874427,44.88867217,-0.969,2.836,0,4238.896566
574.6953463,60.0,0.013,0.666,0,4239.112977
575.00325,60.0,-2.301,1.351,0,4201.707693
575.28556,44.71828047,0.057,2.858,0,4202.55958
575.5678699,60.0,-2.738,0.0,0,4161.745945
575.8785554,60.0,-1.09,0.0,0,4143.865373
576.1880622,60.0,-0.941,1.162,0,4128.480779
576.4975957,60.0,-1.136,0.043,0,4109.908829
576.8022321,57.59208743,-0.914,1.723,0,4095.207148
577.111363,51.8407245,-1.083,2.126,0,4077.528556
577.421652,60.0,-1.117,0.608,0,4059.224002
577.7294208,56.49286169,-1.124,1.791,0,4040.957503
578.038323,56.14187911,-1.008,1.813,0,4024.521338
578.3457295,59.50625128,-1.118,1.614,0,4006.377223
578.6531522,59.36606392,-0.936,1.621,0,3991.188367
578.9635711,60.0,-1.093,1.326,0,3973.266761
579.2740112,60.0,-1.073,0.755,0,3955.682993
579.5845432,60.0,-1.203,1.007,0,3935.950923
579.8944035,60.0,-1.189,1.577,0,3916.503062
580.2026495,45.79845375,-1.12,2.724,0,3898.278968
580.5121743,60.0,-0.635,1.571,0,3887.900177
580.8225311,60.0,-0.904,0.956,0,3873.088938
581.1313438,59.8925131,-1.195,1.593,0,3853.611714
581.4420293,60.0,-1.297,0.617,0,3832.340937
581.7522258,60.0,-0.822,0.673,0,3818.880202
582.0621507,60.0,-1.017,1.43,0,3802.238559
582.3726684,60.0,-1.05,0.98,0,3785.023776
582.6833539,60.0,-0.819,0.085,0,3771.583928
582.9940053,60.0,-0.802,0.14,0,3758.424515
583.3045037,49.3861806,-0.714,2.343,0,3746.725527
583.5981531,33.69510364,-0.678,5.033,0,3736.212747
583.9071435,60.0,-0.204,0.339,0,3732.878489
584.2165428,43.94730116,-0.475,2.959,0,3725.118133
584.5182569,39.08863547,0.513,3.74,0,3733.297893
584.8272181,60.0,-1.526,1.344,0,3708.408471
585.1362992,49.11192386,-0.544,2.369,0,3699.536063
585.4377505,37.44500263,0.117,4.075,0,3701.39115
585.7457157,57.37784209,-0.233,1.736,0,3697.608506
586.0553579,60.0,-0.087,0.813,0,3696.184631
586.2534038,60.0,0.184,0.813,0,3698.109856
586.5624004,60.0,-0.075,0.0,0,3696.879542
586.8730859,60.0,-1.183,0.34,0,3677.470081
587.1837714,60.0,-0.207,0.0,0,3674.074419
587.4944569,60.0,-0.798,0.131,0,3660.977557
587.8050268,60.0,-0.777,0.205,0,3648.232968
588.1157117,60.0,-0.854,0.129,0,3634.216962
588.4260505,60.0,-0.869,1.073,0,3619.985433
588.4518785,60.0,-0.508,1.073,0,3619.292927
588.762564,60.0,-0.528,0.0,0,3610.631513
589.0732495,60.0,-0.434,0.0,0,3603.512092
589.383935,60.0,-0.26,0.0,0,3599.247002
589.6946205,60.0,-0.106,0.0,0,3597.508188
590.005306,60.0,-0.148,0.001,0,3595.081094
590.3159915,60.0,-0.074,0.001,0,3593.86804
590.626677,60.0,-0.202,0.0,0,3590.554482
590.9373625,60.0,-0.2,0.0,0,3587.273678
591.248048,60.0,-0.01,0.051,0,3587.110338
591.558631,60.0,-0.073,0.668,0,3585.908177
591.869012,60.0,-0.179,0.724,0,3582.970491
592.1796975,60.0,-0.138,0.106,0,3580.710757
592.490383,60.0,-0.118,0.0,0,3578.775158
592.8010685,60.0,-0.134,0.0,0,3576.577088
593.111754,60.0,-0.084,0.0,0,3575.19923
593.4224395,60.0,-0.262,0.0,0,3570.901429
593.733125,60.0,0.018,0.0,0,3571.196801
594.0438105,60.0,-0.19,0.0,0,3568.080099
594.354496,60.0,-0.076,0.0,0,3566.833478
594.6651815,60.0,-0.198,0.0,0,3563.585543
594.975867,60.0,-0.078,0.0,0,3562.30611
595.2865525,60.0,-0.184,0.0,0,3559.287834
595.597238,60.0,-0.026,0.0,0,3558.861422
595.9079235,60.0,-0.294,0.0,0,3554.038684
596.218609,60.0,-0.054,0.0,0,3553.152957
596.5292945,60.0,-0.08,0.0,0,3551.840717
596.83998,60.0,-0.036,0.0,0,3551.250254
597.1506655,60.0,-0.076,0.004,0,3550.006165
597.461351,60.0,-0.354,0.004,0,3544.201743
597.7720365,60.0,-0.074,0.0,0,3542.987888
598.082722,60.0,-0.268,0.0,0,3538.591658
598.3934075,60.0,0.024,0.0,0,3538.985456
598.704093,60.0,-0.058,0.0,0,3538.034109
599.0147785,60.0,-0.144,0.0,0,3535.672
599.325464,60.0,-0.198,0.0,0,3532.424065
599.6361495,60.0,-0.158,0.0,0,3529.832299
599.946835,60.0,-0.066,0.0,0,3528.749717
600.2575205,60.0,-0.238,0.0,0,3524.845617
600.568206,60.0,-0.124,0.0,0,3522.81159
600.8788915,60.0,-0.154,0.0,0,3520.285441
601.189577,60.0,0.002,0.0,0,3520.318347
601.5002625,60.0,-0.026,0.0,0,3519.891931
601.810948,60.0,-0.144,0.0,0,3517.529821
602.1216335,60.0,-0.158,0.001,0,3514.938481
602.432319,60.0,-0.226,0.004,0,3511.233872
602.7430045,60.0,-0.13,0.003,0,3509.103447
603.05369,60.0,-0.076,0.0,0,3507.856827
603.3643755,60.0,-0.096,0.0,0,3506.282123
603.675061,60.0,-0.102,0.0,0,3504.608984
603.9857465,60.0,-0.216,0.0,0,3501.065769
604.296432,60.0,-0.13,0.0,0,3498.933324
604.6071175,60.0,-0.18,0.0,0,3495.980665
604.917803,60.0,-0.138,0.0,0,3493.716982
605.2284885,60.0,-0.108,0.0,0,3491.945426
605.539174,60.0,-0.14,0.0,0,3489.648934
605.8498595,60.0,-0.07,0.0,0,3488.500735
606.160545,60.0,-0.146,0.005,0,3486.108806
606.4712305,60.0,-0.138,0.005,0,3483.848365
606.781916,60.0,0.022,0.0,0,3484.209416
607.0926015,60.0,-0.112,0.0,0,3482.372242
607.403287,60.0,-0.13,0.0,0,3480.239794
607.7139725,60.0,-0.116,0.002,0,3478.337963
608.024658,60.0,-0.302,0.004,0,3473.386567
608.3353435,60.0,-0.028,0.002,0,3472.928769
608.646029,60.0,-0.11,0.0,0,3471.124408
608.9567145,60.0,-0.174,0.0,0,3468.270167
609.2674,60.0,-0.124,0.0,0,3466.236138
609.5780855,60.0,0.036,0.0,0,3466.826791
609.888771,60.0,-0.176,0.0,0,3463.939698
610.11796,60.0,-0.241,0.0,0,3461.019785
610.3220555,60.0,-0.061,0.0,0,3460.363617
610.632741,60.0,-0.132,0.0,0,3458.198264
610.720199,60.0,-0.171,0.0,0,3457.410862
611.0308845,60.0,-0.218,0.0,0,3453.834748
611.34157,60.0,-0.054,0.0,0,3452.948992
611.6522555,60.0,-0.026,0.0,0,3452.522574
611.962941,60.0,-0.38,0.0,0,3446.289074
612.2736265,60.0,-0.142,0.0,0,3443.959778
612.584312,60.0,-0.084,0.0,0,3442.581921
612.8949975,60.0,-0.086,0.0,0,3441.171255
613.205683,60.0,-0.19,0.0,0,3438.054552
613.5163685,60.0,-0.124,0.0,0,3436.020527
613.827054,60.0,-0.022,0.0,0,3435.659733
614.1377395,60.0,-0.206,0.0,0,3432.280564
614.448425,60.0,-0.088,0.0,0,3430.837087
614.7591105,60.0,-0.218,0.0,0,3427.261069
615.069796,60.0,-0.02,0.0,0,3426.933083
615.3804815,60.0,-0.064,0.0,0,3425.883308
615.691167,60.0,-0.218,0.0,0,3422.307289
616.0018525,60.0,-0.004,0.002,0,3422.242833
616.312538,60.0,-0.016,0.004,0,3421.983127
616.6232235,60.0,-0.196,0.002,0,3418.769409
616.933909,60.0,-0.178,0.0,0,3415.84956
617.2445945,60.0,-0.212,0.0,0,3412.371964
617.55528,60.0,-0.022,0.0,0,3412.011164
617.8659655,60.0,-0.168,0.0,0,3409.255358
618.176651,60.0,-0.204,0.0,0,3405.908998
618.4873365,60.0,-0.222,0.0,0,3402.267372
618.798022,60.0,-0.002,0.0,0,3402.234653
619.1087075,60.0,-0.122,0.0,0,3400.233431
619.419393,60.0,-0.242,0.0,0,3396.263726
619.7300785,60.0,-0.066,0.0,0,3395.181124
620.040764,60.0,-0.134,0.0,0,3392.983052
620.3514495,60.0,-0.122,0.0,0,3390.981848
620.662135,60.0,-0.104,0.005,0,3389.279111
620.9728205,60.0,-0.198,0.005,0,3386.034473
621.283506,60.0,-0.256,0.0,0,3381.835031
621.5941915,60.0,-0.03,0.0,0,3381.342993
621.904877,60.0,-0.108,0.0,0,3379.571377
622.2155625,60.0,-0.09,0.0,0,3378.095096
622.526248,60.0,-0.174,0.0,0,3375.240886
622.8369335,60.0,0.01,0.0,0,3375.405045
623.147619,60.0,-0.356,0.0,0,3369.565235
623.4583045,60.0,0.004,0.0,0,3369.630918
623.76899,60.0,-0.158,0.0,0,3367.039161
624.0796755,60.0,-0.054,0.0,0,3366.153444
624.390361,60.0,-0.098,0.002,0,3364.547402
624.7010465,60.0,-0.258,0.003,0,3360.317331
625.011732,60.0,-0.054,0.001,0,3359.432053
625.3224175,60.0,-0.244,0.0,0,3355.42953
625.633103,60.0,0.0,0.0,0,3355.429655
625.9437885,60.0,0.0,0.0,0,3355.429726
626.254474,60.0,-0.306,0.0,0,3350.410097
626.5651595,60.0,-0.002,0.0,0,3350.377405
626.875845,60.0,-0.206,0.002,0,3346.999398
627.1865305,60.0,-0.098,0.004,0,3345.394139
